participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.nielsenIIIb,session.nielsenII,session.nielsenVII,session.nielsenIV,session.nielsenVVI,session.nielsenI,session.nielsenIIIa,follow_up.1.player.id_in_group,follow_up.1.player.role,follow_up.1.player.payoff,follow_up.1.player.id_cint,follow_up.1.player.treat,follow_up.1.player.age,follow_up.1.player.gender,follow_up.1.player.region,follow_up.1.player.quota_full,follow_up.1.player.policy_intervention,follow_up.1.player.universal_income,follow_up.1.player.tax_credits_innovation,follow_up.1.player.stronger_regulations_ai,follow_up.1.player.education_policies_training,follow_up.1.player.breaking_up_tech_monopolies,follow_up.1.player.lower_taxes_on_labor,follow_up.1.player.higher_taxes_on_capital,follow_up.1.player.minimum_wage_policy,follow_up.1.player.unemployment_benefits,follow_up.1.player.ai_what_is,follow_up.1.player.news_articles_read,follow_up.1.player.search_candidate_policies,follow_up.1.player.search_tvnews,follow_up.1.player.search_google,follow_up.1.player.search_radio,follow_up.1.player.search_blogs,follow_up.1.player.search_podcasts,follow_up.1.player.search_newspapers,follow_up.1.player.search_facebook,follow_up.1.player.search_twitter,follow_up.1.player.search_instagram,follow_up.1.player.search_tiktok,follow_up.1.player.search_other_social,follow_up.1.player.search_verbal,follow_up.1.player.search_websites,follow_up.1.player.search_speech,follow_up.1.player.policy_priority,follow_up.1.player.active,follow_up.1.player.active_community,follow_up.1.player.active_neighborhood,follow_up.1.player.active_work,follow_up.1.player.active_friends,follow_up.1.player.active_family,follow_up.1.player.active_social_media,follow_up.1.player.candidate_voted,follow_up.1.player.party_for_ai,follow_up.1.player.party_for_workers,follow_up.1.player.job_loss_chance,follow_up.1.player.answer1,follow_up.1.player.answer2,follow_up.1.player.answer3,follow_up.1.player.answer4,follow_up.1.player.answer5,follow_up.1.player.answer6,follow_up.1.player.answer7,follow_up.1.player.answer8,follow_up.1.player.selected_most_common_petition,follow_up.1.player.beliefs_optimistic,follow_up.1.player.beliefs_pessimistic,follow_up.1.player.beliefs_balanced,follow_up.1.player.button_optimistic,follow_up.1.player.button_pessimistic,follow_up.1.player.button_neutral,follow_up.1.player.happiness,follow_up.1.player.anger,follow_up.1.player.fear,follow_up.1.player.political_corr,follow_up.1.player.tvnews,follow_up.1.player.google,follow_up.1.player.radio,follow_up.1.player.blogs,follow_up.1.player.podcasts,follow_up.1.player.newspapers,follow_up.1.player.facebook,follow_up.1.player.twitter,follow_up.1.player.instagram,follow_up.1.player.tiktok,follow_up.1.player.other_social,follow_up.1.player.verbal,follow_up.1.player.daily_news_time,follow_up.1.player.main_media_outlet,follow_up.1.group.id_in_subsession,follow_up.1.subsession.round_number
23,btpgwo65,6759c4c7-df89-2ace-b442-cd31c9194dce,0,14,14,follow_up,Completion,2024-12-11 16:58:53.707174,1,,,0.0,50,männlich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,23,,0.0,6759c4c7-df89-2ace-b442-cd31c9194dce,pessimistic,50,männlich,Nordrhein-Westfalen,0,Ja,0,1,1,0,1,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,SPD,10,0,0,0,0,0,0,1,0,balanced,35,25,40,0,0,0,4,2,2,5,1,1,1,0,0,1,0,0,0,0,0,0,60,Smartphone,1,1
24,ivmtpt4l,6759c4ce-13c6-1e0c-ab32-7a47ade60684,0,11,14,follow_up,BeliefsElicitation,2024-12-11 16:59:01.716848,1,,,0.0,67,weiblich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,24,,0.0,6759c4ce-13c6-1e0c-ab32-7a47ade60684,neutral,67,weiblich,Nordrhein-Westfalen,0,Ja,0,1,1,0,0,1,0,0,0,,"Nein, ich habe nichts gelesen","Yes, but only of one candidate",0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,"Yes, I have become more active on these topics",0,0,0,0,0,1,SPD,SPD,SPD,91,0,0,1,0,0,0,1,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
25,3c51k35s,6759c52e-5ec1-b14e-0607-58f9f02a692f,0,14,14,follow_up,Completion,2024-12-11 17:00:38.457778,1,,,0.0,74,männlich,Mecklenburg-Vorpommern,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,25,,0.0,6759c52e-5ec1-b14e-0607-58f9f02a692f,optimistic,74,männlich,Mecklenburg-Vorpommern,0,No,0,0,0,1,0,0,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Yes, I have become more active on these topics",0,0,0,0,1,0,FDP,FDP,FDP,2,0,1,0,0,0,1,1,0,optimistic,10,40,50,0,0,0,2,5,5,2,1,0,0,0,0,1,0,0,0,0,0,0,120,die welt,1,1
26,0cad2229,6759c5c1-3f4b-8936-6705-7f9df2a095d6,0,14,14,follow_up,Completion,2024-12-11 17:03:04.575399,1,,,0.0,74,männlich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,26,,0.0,6759c5c1-3f4b-8936-6705-7f9df2a095d6,pessimistic,74,männlich,Nordrhein-Westfalen,0,No,1,0,1,0,0,0,0,1,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"No, I will not become more active on these topics",0,0,0,0,0,0,Bündnis Sahra Wagenknecht,CDU/CSU,Bündnis Sahra Wagenknecht,10,0,0,0,0,1,0,0,0,pessimistic,20,40,40,0,0,0,6,1,1,7,1,0,0,0,0,0,1,1,0,0,1,1,60,"Facebook,X",1,1
27,ady8dso3,6759c5ca-4ed1-ce86-d682-3d96d924bd00,0,14,14,follow_up,Completion,2024-12-11 17:03:16.523811,1,,,0.0,67,weiblich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,27,,0.0,6759c5ca-4ed1-ce86-d682-3d96d924bd00,neutral,67,weiblich,Baden-Württemberg,0,No,0,0,0,0,0,1,1,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen","Yes, but only of one candidate",0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,"Yes, I have become more active on these topics",0,0,0,1,0,0,AfD,SPD,AfD,0,0,0,0,0,0,0,0,1,balanced,32,34,34,2,1,1,3,2,5,4,1,0,0,0,1,0,0,0,0,0,1,0,30,Laptop,1,1
28,87nah2am,6759c61f-f274-3329-363d-bece2dc76383,0,14,14,follow_up,Completion,2024-12-11 17:04:38.246100,1,,,0.0,80,männlich,Baden-Württemberg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,28,,0.0,6759c61f-f274-3329-363d-bece2dc76383,optimistic,80,männlich,Baden-Württemberg,0,No,0,0,0,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Yes, I have become more active on these topics",0,0,0,1,1,0,AfD,AfD,AfD,18,1,0,0,0,0,1,0,0,balanced,45,25,30,0,0,0,5,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,30,X,1,1
29,y6mvtzel,675fe7c5-a8b0-27ea-67dc-5581425b07b6,0,14,14,follow_up,Completion,2024-12-16 08:41:48.792965,1,,,0.0,45,weiblich,Berlin,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,29,,0.0,675fe7c5-a8b0-27ea-67dc-5581425b07b6,pessimistic,45,weiblich,Berlin,0,Ja,0,0,0,0,0,0,0,0,1,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, 1 Artikel/Beitrag",Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Yes, I have become more active on these topics",0,1,0,0,0,0,Die Linke,AfD,Die Linke,19,0,0,0,0,0,0,1,0,pessimistic,40,30,30,1,0,0,5,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,50,50,1,1
30,yex7x047,675fe817-700e-d39d-8bdf-2506919f64f6,0,14,14,follow_up,Completion,2024-12-16 08:43:10.346381,1,,,0.0,60,weiblich,Sachsen-Anhalt,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,30,,0.0,675fe817-700e-d39d-8bdf-2506919f64f6,neutral,60,weiblich,Sachsen-Anhalt,0,No,0,0,0,1,0,0,0,0,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,70,0,0,1,1,1,0,0,0,optimistic,40,25,35,0,0,0,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,30,TV,1,1
31,zjx0bkpd,675fe821-c558-3101-8971-25b55a1108c5,0,14,14,follow_up,Completion,2024-12-16 08:43:22.675866,1,,,0.0,52,weiblich,Nordrhein-Westfalen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,31,,0.0,675fe821-c558-3101-8971-25b55a1108c5,optimistic,52,weiblich,Nordrhein-Westfalen,0,Ja,1,1,1,0,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, 1 Artikel/Beitrag",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Yes, I will become more active on these topics in the near future",0,1,0,1,1,0,AfD,CDU/CSU,AfD,3,0,0,0,0,0,0,0,1,pessimistic,10,60,30,0,0,0,5,2,3,4,0,0,0,0,0,1,1,0,0,0,1,1,30,Facebook,1,1
32,p6693y9m,675fe83f-9754-a59a-b9b8-d5cf62acaad2,0,14,14,follow_up,Completion,2024-12-16 08:43:50.685055,1,,,0.0,61,männlich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,32,,0.0,675fe83f-9754-a59a-b9b8-d5cf62acaad2,pessimistic,61,männlich,Nordrhein-Westfalen,0,No,1,0,0,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,AfD,AfD,45,0,0,0,0,0,1,0,1,balanced,30,30,40,1,0,0,4,2,5,4,1,1,0,0,0,0,0,0,1,0,1,1,500,YouTube ,1,1
33,0mhpvjdl,675fe84c-36a2-c5d4-5cb6-4f6e8bb0fb9b,0,11,14,follow_up,BeliefsElicitation,2024-12-16 08:44:02.233086,1,,,0.0,36,weiblich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,33,,0.0,675fe84c-36a2-c5d4-5cb6-4f6e8bb0fb9b,neutral,36,weiblich,Baden-Württemberg,0,Ja,1,0,0,0,0,0,0,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,100,0,0,0,0,0,0,0,1,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
34,qb8ddrwr,675fe852-a3b4-46a1-71ed-b50c416631b0,0,14,14,follow_up,Completion,2024-12-16 08:44:08.971137,1,,,0.0,77,männlich,Sachsen-Anhalt,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,34,,0.0,675fe852-a3b4-46a1-71ed-b50c416631b0,optimistic,77,männlich,Sachsen-Anhalt,0,Ja,0,0,1,0,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Linke,Die Grünen,Die Linke,2,1,0,0,0,0,0,0,0,pessimistic,25,50,25,0,1,0,2,4,4,4,1,0,1,0,0,1,0,0,0,0,0,0,45,tv,1,1
35,9mshos6o,675fe887-7db2-2fd4-4384-72c91d6c8765,0,14,14,follow_up,Completion,2024-12-16 08:45:02.498705,1,,,0.0,78,männlich,Berlin,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,35,,0.0,675fe887-7db2-2fd4-4384-72c91d6c8765,pessimistic,78,männlich,Berlin,0,No,0,1,0,1,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, 1 Artikel/Beitrag",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Yes, I have become more active on these topics",0,0,0,1,1,0,Die Grünen,CDU/CSU,SPD,0,0,0,0,0,0,0,0,1,balanced,50,30,20,0,0,0,1,6,6,4,1,0,1,0,0,1,0,0,0,0,0,1,180,Radio,1,1
36,b18qoitg,675fe894-a575-6e6b-8621-d2ff9dfd8aee,0,14,14,follow_up,Completion,2024-12-16 08:45:18.427608,1,,,0.0,79,weiblich,Niedersachsen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,36,,0.0,675fe894-a575-6e6b-8621-d2ff9dfd8aee,neutral,79,weiblich,Niedersachsen,0,Ja,1,0,0,1,1,0,0,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"Yes, I have become more active on these topics",0,1,0,1,1,1,CDU/CSU,CDU/CSU,SPD,3,1,0,0,0,0,0,1,0,balanced,60,10,30,0,0,0,5,1,1,7,1,0,1,0,1,1,1,0,1,0,1,0,60,TV,1,1
37,ln0z7dfx,675fe8a4-8cf7-d629-08ab-f073ce74ff00,0,14,14,follow_up,Completion,2024-12-16 08:45:31.632241,1,,,0.0,67,männlich,Bayern,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,37,,0.0,675fe8a4-8cf7-d629-08ab-f073ce74ff00,optimistic,67,männlich,Bayern,0,No,0,1,1,1,1,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Yes, I have become more active on these topics",0,0,0,1,0,0,CDU/CSU,CDU/CSU,CDU/CSU,19,0,0,0,0,0,0,0,1,pessimistic,10,70,20,1,0,0,3,4,5,3,1,0,1,0,0,1,0,0,0,0,0,0,120,TV,1,1
38,543m30lh,675fe9a7-3f1c-c4d7-c989-8cba056acdb4,0,11,14,follow_up,BeliefsElicitation,2024-12-16 08:49:50.107742,1,,,0.0,70,männlich,Niedersachsen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,38,,0.0,675fe9a7-3f1c-c4d7-c989-8cba056acdb4,pessimistic,70,männlich,Niedersachsen,0,No,1,1,0,1,1,1,0,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 5 und 10 Artikel/Beiträge",Yes,1,1,0,0,0,1,1,1,0,0,1,1,1,1,10,"Yes, I will become more active on these topics in the near future",1,1,1,1,1,1,CDU/CSU,CDU/CSU,CDU/CSU,1,0,0,0,0,0,0,0,1,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
39,wvzmwbwr,675fe9ac-6964-486e-134d-300cabbc4885,0,14,14,follow_up,Completion,2024-12-16 08:49:56.580085,1,,,0.0,67,weiblich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,39,,0.0,675fe9ac-6964-486e-134d-300cabbc4885,neutral,67,weiblich,Nordrhein-Westfalen,0,Ja,1,1,1,1,1,1,1,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,0,0,0,0,0,0,0,0,1,pessimistic,20,60,20,0,0,0,3,3,5,5,1,0,0,0,0,1,0,0,0,0,0,0,200,tv,1,1
40,0juag9w0,675fe9bd-07cd-2ac8-dedf-7ca96d9c793a,0,14,14,follow_up,Completion,2024-12-16 08:50:11.826421,1,,,0.0,61,weiblich,Bayern,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,40,,0.0,675fe9bd-07cd-2ac8-dedf-7ca96d9c793a,optimistic,61,weiblich,Bayern,0,No,1,0,1,0,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,Andere Partei,Andere Partei,Andere Partei,0,0,0,0,0,0,0,0,1,balanced,50,10,40,1,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,10,TV,1,1
41,zvvephcn,675fe9c0-c185-ebb3-bbd4-ca5202e93349,0,14,14,follow_up,Completion,2024-12-16 08:50:14.977974,1,,,0.0,80,männlich,Schleswig-Holstein,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,41,,0.0,675fe9c0-c185-ebb3-bbd4-ca5202e93349,pessimistic,80,männlich,Schleswig-Holstein,0,No,1,0,1,0,0,0,0,0,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,0,0,0,0,0,0,0,0,1,,,,,0,0,1,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,30,Tv,1,1
42,ezsyszm6,675fe9c7-29e0-7b0e-e400-acfeffce5685,0,14,14,follow_up,Completion,2024-12-16 08:50:22.643789,1,,,0.0,62,männlich,Sachsen-Anhalt,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,42,,0.0,675fe9c7-29e0-7b0e-e400-acfeffce5685,neutral,62,männlich,Sachsen-Anhalt,0,Ja,0,1,0,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, 1 Artikel/Beitrag",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Yes, I have become more active on these topics",0,0,0,0,1,0,AfD,AfD,AfD,0,1,1,0,0,0,0,0,0,optimistic,82,8,10,0,0,0,6,2,2,6,1,0,0,0,0,0,0,0,0,0,1,0,80,Tv,1,1
43,0ngyejsb,675fe9cc-615d-490e-f186-559e7d6e5a78,0,14,14,follow_up,Completion,2024-12-16 08:50:29.536637,1,,,0.0,67,männlich,Rheinland-Pfalz,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,43,,0.0,675fe9cc-615d-490e-f186-559e7d6e5a78,optimistic,67,männlich,Rheinland-Pfalz,0,Ja,1,0,1,0,0,1,1,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No, I will not become more active on these topics",0,0,0,0,0,0,Ich werde nicht wählen,Andere Partei,CDU/CSU,1,0,0,0,0,0,0,0,1,pessimistic,10,60,30,1,1,1,3,5,5,4,1,0,1,0,0,0,0,0,0,0,0,0,30,Radio,1,1
44,5ohjtew2,675fe9de-6c47-89d6-7b14-1496472cdb24,0,14,14,follow_up,Completion,2024-12-16 08:50:46.299340,1,,,0.0,61,weiblich,Hessen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,44,,0.0,675fe9de-6c47-89d6-7b14-1496472cdb24,pessimistic,61,weiblich,Hessen,0,Ja,1,0,0,0,0,0,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Grünen,Die Grünen,SPD,5,0,0,0,0,0,0,0,1,pessimistic,30,50,20,0,0,0,7,1,1,7,0,0,1,0,0,1,0,0,0,0,0,1,10,,1,1
45,tna9vciy,675fe9e9-7963-1e16-45a7-93d8c6e44651,0,14,14,follow_up,Completion,2024-12-16 08:50:57.282050,1,,,0.0,60,männlich,Rheinland-Pfalz,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,45,,0.0,675fe9e9-7963-1e16-45a7-93d8c6e44651,neutral,60,männlich,Rheinland-Pfalz,0,Ja,1,1,1,1,0,1,0,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,Andere Partei,Andere Partei,Andere Partei,0,1,0,1,0,0,1,1,0,balanced,30,26,44,0,0,0,4,2,3,5,1,0,1,0,0,1,0,0,0,0,0,1,15,Online Nachrichten via Flipboard ,1,1
46,sposppsr,675fea1a-d792-1cc0-6391-8cddc5165947,0,14,14,follow_up,Completion,2024-12-16 08:51:44.105827,1,,,0.0,49,männlich,Rheinland-Pfalz,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,46,,0.0,675fea1a-d792-1cc0-6391-8cddc5165947,optimistic,49,männlich,Rheinland-Pfalz,0,Ja,0,0,1,0,0,0,0,1,1,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes, I have become more active on these topics",0,0,1,0,1,1,FDP,CDU/CSU,FDP,1,1,0,0,0,0,1,0,0,pessimistic,20,60,20,1,1,1,5,1,1,5,0,1,0,0,0,0,0,1,1,0,0,0,30,Google,1,1
47,jtjvlxnq,675fea4b-8177-b0ae-48be-b317f9d9d862,0,14,14,follow_up,Completion,2024-12-16 08:52:36.064162,1,,,0.0,55,männlich,Sachsen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,47,,0.0,675fea4b-8177-b0ae-48be-b317f9d9d862,pessimistic,55,männlich,Sachsen,0,Ja,0,0,1,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, mehr als 10 Artikel/Beiträge",Yes,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Yes, I have become more active on these topics",0,1,1,1,1,1,AfD,AfD,FDP,21,0,1,0,0,1,1,0,0,pessimistic,32,33,35,1,1,1,7,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,180,Tik Tok,1,1
48,a2553tu8,675fea5e-75a6-4509-28dc-715dfdf5731d,0,14,14,follow_up,Completion,2024-12-16 08:52:54.333604,1,,,0.0,54,weiblich,Bayern,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,48,,0.0,675fea5e-75a6-4509-28dc-715dfdf5731d,neutral,54,weiblich,Bayern,0,No,1,1,1,0,1,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,2,0,0,0,0,0,0,1,0,balanced,30,30,40,0,0,0,5,1,2,5,1,0,1,0,0,1,0,0,0,0,0,1,30,Zeitungen,1,1
